"vehicle_id","miles_used","color","engine_type","transmission_type","number_of_seats"
328784,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
634370,,"Grey","Gas","6-speed shiftable automatic",5
727907,,"Red","V6","10-speed automatic",8
247971,,"Navy Blue","V6","10-speed automatic",8
35816,,"Black","Gas (V6)","8-speed shiftable automatic",7
739102,,"Red","Gasoline (I-4)","Continuously variable-speed automatic",5
560746,23226,"Silver","V6","10-speed automatic",8
735879,,"Silver","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
242150,35572,"White","V6","10-speed automatic",8
363666,,"Grey","Gas (V6)","8-speed shiftable automatic",7
819074,,"Red","V6","10-speed automatic",8
933280,,"Navy Blue","Gas/Electric I-4","CVT",5
978469,,"Green","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
911430,,"Silver","Gasoline (V6)","Xtronic CVT®",5
461859,,"Red","Gas/Electric I-4","CVT w/OD",5
525900,15373,"Silver","Gas/Electric I-4","CVT w/OD",5
962431,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
440124,8149,"Black","Electric (Battery-powered)","Automatic",5
779887,66416,"Red","Gas","6-speed shiftable automatic",5
328553,,"Silver","Gas","10-speed shiftable automatic",5
532147,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
147763,,"Grey","Gas","8-speed automatic",5
208772,,"White","V6","10-speed automatic",8
214171,,"Black","Gas (V6)","9-speed automatic",5
399227,,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
472028,,"Navy Blue","Gas/Electric I-4","CVT",5
749549,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
525060,,"White","Gasoline (V6)","8-speed shiftable automatic",7
536635,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
849270,,"Silver","Gas","6-speed shiftable automatic",5
402374,,"White","Gas (V6)","8-speed shiftable automatic",7
689909,,"Black","Gasoline (I-4)","CVT",5
482223,,"Grey","Gasoline (V6)","9-speed automatic",5
356613,,"Silver","Gas","10-speed shiftable automatic",5
912570,,"Silver","Gasoline (I-4)","CVT",5
903892,,"Black","Gas/Electric I-4","CVT w/OD",5
459610,,"Green","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
807839,,"Silver","Turbocharged Gas 3-Cyl","6-speed automatic",5
725752,,"Black","Gasoline (V6)","9-speed automatic",5
873014,62788,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
39677,,"Silver","Electric (Battery-powered)","Automatic",5
752931,,"Black","Gas (V6)","9-speed automatic",5
85099,19249,"White","Gas/Electric I-4","CVT w/OD",5
166735,,"Grey","Gas (V6)","8-speed shiftable automatic",7
7511,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
500008,,"White","Electric (Battery-powered)","Automatic",5
446997,16373,"Grey","Turbocharged Gas I4","8-speed automatic",5
791839,,"Grey","V6","10-speed automatic",8
678164,,"White","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
367558,,"Green","V6","10-speed automatic",8
512127,,"White","V6","10-speed automatic",8
976276,51085,"Navy Blue","Gas (V6)","8-speed shiftable automatic",7
670044,47611,"Navy Blue","Gasoline (I-4)","CVT",5
132173,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
525505,,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
690168,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
744769,59549,"White","Gas","10-speed shiftable automatic",5
885496,23784,"Red","Gas","8-speed automatic",5
645093,,"Black","Gas","10-speed shiftable automatic",5
980226,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
77471,,"Green","Gasoline (I-4)","Continuously variable-speed automatic",5
367235,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
374712,,"Silver","V6","10-speed automatic",8
840140,,"Black","Turbocharged Gas I4","8-speed automatic",5
63613,,"Silver","Gas (V6)","9-speed automatic",5
919251,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
514550,,"Silver","Gasoline (V6)","Xtronic CVT®",5
80110,,"Red","Gas/Electric I-4","CVT w/OD",5
852417,,"Grey","V6","10-speed automatic",8
748057,,"Red","Gas (V6)","8-speed shiftable automatic",7
887822,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
843196,,"Red","Gasoline (I-4)","CVT",5
284207,,"Grey","Gas/Electric I-4","CVT w/OD",5
84221,,"White","Turbocharged Gas I4","6-speed automatic",3
340812,,"Navy Blue","Gas","6-speed shiftable automatic",5
127890,,"White","Gasoline (V6)","9-speed automatic",5
773849,,"Black","Gas (V6)","8-speed shiftable automatic",7
710875,,"Red","Gas (V6)","9-speed automatic",5
718959,,"Navy Blue","V6","10-speed automatic",8
486483,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
106746,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
80047,,"Grey","Gas/Electric I-4","CVT w/OD",5
172471,,"Red","Turbocharged Gas I4","6-speed automatic",3
396894,,"Navy Blue","Gas/Electric I-4","CVT",5
831051,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
932120,,"Red","Gas","10-speed shiftable automatic",5
747241,,"Black","Gasoline (V6)","9-speed automatic",5
305101,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
253093,,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
979807,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
788475,,"Red","Gas (V6)","8-speed shiftable automatic",7
733656,71403,"Grey","Turbocharged Gas I4","6-speed automatic",3
599062,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
406213,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
208668,,"Navy Blue","Gas","10-speed shiftable automatic",5
607224,52552,"Silver","Gas (V6)","9-speed automatic",5
203474,,"White","Gasoline (I-4)","CVT",5
753263,,"Black","Gas","6-speed shiftable automatic",5
403312,,"White","Gas/Electric I-4","CVT w/OD",5
888039,53463,"Green","Turbocharged Gas 3-Cyl","6-speed automatic",5
714718,,"White","Gas/Electric I-4","CVT w/OD",5
805470,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
759024,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
119943,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
415660,,"White","Turbocharged Gas I4","8-speed automatic",5
725243,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
429182,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
742844,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
598951,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
887708,,"White","Gas","8-speed automatic",5
87874,36584,"Silver","Gas/Electric I-4","CVT w/OD",5
823517,,"White","Gas (V6)","8-speed shiftable automatic",7
561254,,"Grey","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
114010,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
398280,31087,"Black","Gas (V6)","8-speed shiftable automatic",7
374977,,"Red","Gasoline (V6)","9-speed automatic",5
148924,,"Grey","Gasoline (V6)","Xtronic CVT®",5
200173,,"Navy Blue","Gasoline (I-4)","CVT",5
338613,,"White","Gas (V6)","8-speed shiftable automatic",7
975478,,"Black","Gas/Electric I-4","CVT w/OD",5
212963,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
209907,,"Red","Gasoline (V6)","9-speed automatic",5
101326,,"White","Gas (V6)","8-speed shiftable automatic",7
678504,,"White","Gas (V6)","8-speed shiftable automatic",7
668904,,"Black","Gas/Electric I-4","CVT",5
680431,26929,"Red","Gas","8-speed automatic",5
550725,,"Grey","Gas/Electric I-4","CVT w/OD",5
642679,,"White","Gasoline (V6)","Xtronic CVT®",5
267080,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
278856,,"Grey","Gas","8-speed automatic",5
759805,,"Black","Gas (V6)","8-speed shiftable automatic",7
430231,,"Red","Gas (V6)","9-speed automatic",5
685341,,"Red","Gas","10-speed shiftable automatic",5
746855,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
751480,,"Grey","Gas/Electric I-4","CVT w/OD",5
258678,,"Green","Gasoline (V6)","8-speed shiftable automatic",7
683012,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
609872,,"Navy Blue","Gasoline (V6)","Xtronic CVT®",5
241245,,"Black","Gas","6-speed shiftable automatic",5
270220,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
646617,,"Grey","Gasoline (I-4)","Continuously variable-speed automatic",5
363935,,"Green","Gasoline (V6)","8-speed shiftable automatic",7
571473,,"Red","Gas/Electric I-4","CVT",5
687867,,"Red","Gas","6-speed shiftable automatic",5
467610,76559,"Red","V6","10-speed automatic",8
45879,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
257031,,"Red","Gas (V6)","8-speed shiftable automatic",7
447728,,"White","Electric (Battery-powered)","Automatic",5
481842,,"Red","Turbocharged Gas I4","6-speed automatic",3
844028,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
756410,,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
488021,,"White","Gas (V6)","9-speed automatic",5
792347,,"Black","Gas","6-speed shiftable automatic",5
356039,,"Red","Gas/Electric I-4","CVT w/OD",5
282674,,"Navy Blue","Gasoline (V6)","8-speed shiftable automatic",7
351215,67984,"Green","Turbocharged Gas I4","8-speed automatic",5
338179,,"Black","Gas","6-speed shiftable automatic",5
661505,10973,"Navy Blue","Gasoline (I-4)","Continuously variable-speed automatic",5
39152,,"White","Gas (V6)","8-speed shiftable automatic",7
328740,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
594141,,"Grey","Gas/Electric I-4","CVT w/OD",5
895873,,"Grey","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
18532,,"Black","Gas (V6)","8-speed shiftable automatic",7
46892,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
719998,,"Black","Gasoline (V6)","Xtronic CVT®",5
220697,53761,"White","Gas/Electric I-4","CVT",5
327460,28588,"Navy Blue","Gas (V6)","8-speed shiftable automatic",7
537845,,"Navy Blue","Electric (Battery-powered)","Automatic",5
662981,,"Black","Gas","6-speed shiftable automatic",5
889527,,"Green","Turbocharged Gas 3-Cyl","6-speed automatic",5
127146,,"White","Gas/Electric I-4","CVT w/OD",5
735185,18712,"Red","Gasoline (I-4)","CVT",5
749203,,"Grey","Gasoline (I-4)","Continuously variable-speed automatic",5
359548,,"White","Gas (V6)","9-speed automatic",5
979361,,"White","Turbocharged Gas I4","8-speed automatic",5
315312,,"Navy Blue","Gasoline (I-4)","CVT",5
643913,,"Silver","Gas/Electric I-4","CVT",5
146752,,"Red","Electric (Battery-powered)","Automatic",5
598797,,"Silver","Gasoline (I-4)","CVT",5
524683,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
642327,,"Red","Gasoline (V6)","9-speed automatic",5
256125,,"White","Gasoline (V6)","Xtronic CVT®",5
548281,21997,"Red","Electric (Battery-powered)","Automatic",5
590503,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
750557,47012,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
144989,,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
552948,,"White","V6","10-speed automatic",8
809344,,"White","V6","10-speed automatic",8
946265,,"White","Gasoline (V6)","8-speed shiftable automatic",7
561770,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
114611,,"Silver","Turbocharged Gas 3-Cyl","6-speed automatic",5
297537,,"Green","Gas","6-speed shiftable automatic",5
180148,,"Grey","Turbocharged Gas I4","6-speed automatic",3
348257,,"Red","Gasoline (I-4)","CVT",5
304186,,"White","Gasoline (V6)","8-speed shiftable automatic",7
178311,,"Red","Gas/Electric I-4","CVT",5
787977,,"Red","V6","10-speed automatic",8
362586,,"Black","Gas","10-speed shiftable automatic",5
741102,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
868713,72810,"Grey","Gas","6-speed shiftable automatic",5
588948,,"Silver","V6","10-speed automatic",8
363100,,"White","Gasoline (V6)","9-speed automatic",5
15495,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
509210,68786,"Black","Gas/Electric I-4","CVT w/OD",5
222576,,"Silver","Gas/Electric I-4","CVT w/OD",5
476533,,"Silver","Turbocharged Gas I4","6-speed automatic",3
875453,,"Black","V6","10-speed automatic",8
727395,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
92796,28886,"Grey","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
475460,,"Red","Turbocharged Gas I4","8-speed automatic",5
450099,,"Black","Gas/Electric I-4","CVT",5
198048,,"Red","V6","10-speed automatic",8
627629,,"Red","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
478350,,"White","Gas (V6)","8-speed shiftable automatic",7
507176,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
398526,,"White","Gasoline (V6)","8-speed shiftable automatic",7
385285,,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
750150,,"Red","Gas (V6)","8-speed shiftable automatic",7
590532,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
999287,,"Black","Gasoline (V6)","9-speed automatic",5
278339,,"Silver","Gasoline (V6)","Xtronic CVT®",5
677187,75493,"Navy Blue","V6","10-speed automatic",8
210761,53340,"Grey","Gas (V6)","9-speed automatic",5
413828,,"White","Gas","10-speed shiftable automatic",5
136967,,"Red","Gas/Electric I-4","CVT",5
113735,,"Red","Gasoline (I-4)","Continuously variable-speed automatic",5
731753,,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
29843,,"Navy Blue","Gasoline (I-4)","Continuously variable-speed automatic",5
46634,,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
614971,,"Red","Gas","8-speed automatic",5
317968,,"Silver","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
758900,,"Red","Turbocharged Gas I4","6-speed automatic",3
154860,,"White","Gas/Electric I-4","CVT w/OD",5
264162,,"Navy Blue","Gas","6-speed shiftable automatic",5
315649,,"White","Turbocharged Gas I4","6-speed automatic",3
469012,,"Red","Gas/Electric I-4","CVT w/OD",5
158039,,"Black","Gas","10-speed shiftable automatic",5
964137,,"White","Gas/Electric I-4","CVT w/OD",5
279718,,"White","V6","10-speed automatic",8
782355,,"White","Gas/Electric I-4","CVT w/OD",5
744716,,"White","Gas","10-speed shiftable automatic",5
803290,,"Red","V6","10-speed automatic",8
465882,,"Red","V6","10-speed automatic",8
528070,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
356771,,"Navy Blue","Gas/Electric I-4","CVT w/OD",5
370361,47904,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
868675,19902,"Black","Gas","6-speed shiftable automatic",5
214551,30919,"Red","Gasoline (V6)","9-speed automatic",5
999240,,"Black","Gas","8-speed automatic",5
957091,,"Green","Gas/Electric I-4","CVT w/OD",5
660591,,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
653142,,"Grey","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
378648,,"Red","Gas","10-speed shiftable automatic",5
61003,,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
726726,,"Black","Gas","6-speed shiftable automatic",5
469193,,"Grey","V6","10-speed automatic",8
741763,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
144432,,"Navy Blue","Gas","10-speed shiftable automatic",5
263709,73744,"Black","Gasoline (V6)","Xtronic CVT®",5
457445,,"White","Gasoline (V6)","Xtronic CVT®",5
97218,35160,"Black","Gasoline (I-4)","Continuously variable-speed automatic",5
152311,,"White","Gasoline (V6)","8-speed shiftable automatic",7
539563,,"White","Gasoline (V6)","8-speed shiftable automatic",7
